decision_id	timestamp_utc	decision_type	target_file	target_group_id	before_status	after_status	manifest_update	frontier_change	evidence_execution_ids	campaign_id	validation_lane	milestone	first_failing_step	first_failing_var	zone_i	zone_j	zone_k	restart_repro_status	diff_plotfile_path	clean_sha_basis	reason	operator_notes
20260814T213000Z_wdm6_precr2_wsm6_form	20260814T213000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_InitWDM6.cpp	G13a	STEP3_DISCONTINUITY_OPEN	CLOSED	milestone_B_status	STEP3_DISCONTINUITY_CLOSED	NA	tier1_allk_g13g_g17	plotfile_parity_serial	B	3	prevp	103	3	34	NA	NA	2313d2c6f	THE STEP-3 DISCONTINUITY, AND THE SAME WSM6-FORM CLASS AS qck1. The step-by-step growth curve showed plt00001 AGREE, plt00002 7.640e-08, plt00003 9.970e-01 on nn, then about 1 thereafter -- seven orders in one step, so a discrete event and NOT amplification of the residual literals as previously recorded. Located at column (103,3,34), not the (199,3) column the campaign has always used; at 199 the frontier read clean to 1.3e-07 while the plotfile diverged to relative 1. Retreat chain, each step confirmed by matched PRE/POST: G16b POST exploded to 9.972e+07 from a PRE of 2.926e-02, but its PRE already carried the trigger, rh(1) at 9.99564e-01 on the bridge against 1.0000151e+00 native, opposite sides of saturation, so the bridge skipped activation while the native leg moved 9.97e7 from nn into nc; G15 computes rh faithfully but its inputs q and t already differed by 1.287e-06 and 3.186e-03 K; G14 PRE state agreed while POST generated exactly those, a vapour-rain exchange with cooling; prevp at that cell was -8.3286e-09 on the bridge against -2.5824185419052320E-06 native, the latter sitting EXACTLY on its satdt/2 clamp. Root cause: precr2. WDM6 :3201 writes precr2 = 2.*pi*.31*avtr**.5*g7pbro2 with NO n0r, while WSM6 :122 writes 2.*pi*n0r*.31*avtr**.5*g5pbro2. The port kept WSM6's n0r, making precr2 8.0e6 times too large. precr1 had already been taken from the WDM6 form, so only precr2 was wrong. Same physical reason as qck1: WSM6 is single-moment and folds the fixed intercept n0r into its coefficients, WDM6 is double-moment and multiplies by ncr(:,:,3) explicitly at the use site.	EFFECT. G16b POST 9.972e+07 to 2.926e-02, a factor of 3.4e+09. G17 POST 1.814e+08 to 2.926e-02. G15 3.364e-03 to 4.083e-07. THE STEP-3 DISCONTINUITY IS GONE: the growth curve is now plt00001 AGREE, plt00002 7.640e-08, plt00003 6.779e-08, plt00004 1.393e-07, plt00005 4.333e-08, rising gradually to plt00010 2.553e-03. MILESTONE B worst relative 9.818e-01 to 2.553e-03, a factor of 385, and the worst variable is nn at 2.553e-03 with everything else at or below 1.3e-04. Milestone A still returns PLOTFILE AGREE. THREE OCCURRENCES OF THE SAME BUG CLASS ARE NOW RECORDED -- qck1, precr2 and the earlier lamdac/lamdar pair -- all WSM6 forms carried into the WDM6 port where the two schemes genuinely differ because WSM6 is single-moment. A systematic audit of every coefficient in initialize_coeffs against ERF_module_mp_wdm6.F90:3110-3210 rather than against WSM6 is strongly indicated and is the highest-value remaining action.
20260814T220000Z_wdm6_wsm6_form_audit_complete	20260814T220000Z	SYSTEMATIC_AUDIT_CLEAN	Source/Microphysics/WDM6/ERF_InitWDM6.cpp	NA	WSM6_FORM_CLASS_OPEN	WSM6_FORM_CLASS_EXHAUSTED	none	none	NA	tier1_allk_g13g_g17	tag_frontier	B	NA	NA	NA	NA	NA	NA	NA	2313d2c6f	Systematic audit prompted by three separate instances of one bug class, each of which had been found only after it caused a large divergence: qck1 at 669x, precr2 at 8.0e6x, and qc0/qc1. Rather than wait for a fourth, every coefficient in the WDM6 init block, ERF_module_mp_wdm6.F90:3100-3215, was diffed against the WSM6 block, ERF_module_mp_wsm6.F90:90-170. RESULT: 35 coefficients are defined in both schemes and exactly 7 differ. Those seven are bvtr2 (2.+bvtr against 2.5+.5*bvtr), g5pbro2 (rgmma(bvtr2o5) against rgmma(bvtr2)), precr1 (2.*pi*1.56 against 2.*pi*n0r*.78), precr2 (no n0r against n0r, and g7pbro2 against g5pbro2), pvtr (avtr*g5pbr/24. against avtr*g4pbr/6.), qc0 (xncr0 against xncr) and qck1 (denr against xncr*denr). Four were already resolved: precr2, qc0 and qck1 were the fixed defects, precr1 had always carried the WDM6 form. The remaining three were verified correct in the port: m_bvtr2 = 2.0+bvtr, m_g5pbro2 = rgmma(m_bvtr2o5) with m_bvtr2o5 = 2.5+0.5*bvtr, and m_pvtr = avtr*m_g5pbr/24.0. NO FURTHER INSTANCES EXIST.	The other 28 shared coefficients are textually identical between the schemes, so copying from the WSM6 port yields the correct answer for them and they carry no risk. The WDM6-only set -- bvtr2o5, bvtr3o5, bvtr5, bvtr7, g2pbr, g5pbr, g7pbr, g7pbro2, pidnr, pvtrn, qc1, xmmax and the fpvs/dldt/xa/xb saturation helpers -- has no WSM6 analogue to be confused with. TREAT THIS CLASS AS CLOSED and do not spend further effort on it; the remaining tag-frontier residuals are literal-class and should be pursued with the Option B classifier instead. Reusable beyond WDM6: when porting scheme B while a sibling scheme A is already ported, diff the two ORIGINAL init blocks first and treat the differing subset as the only risk list. Seven lines out of thirty-five would have been a ten-minute check at the start of this port and would have caught three of the largest defects in the campaign.
20260814T233000Z_wdm6_process_compliance_gaps	20260814T233000Z	PROCESS_COMPLIANCE_CORRECTION	references/validation-operators.md	NA	UNDOCUMENTED_NONCOMPLIANCE	GAPS_RECORDED_ARTIFACTS_ARCHIVED	none	none	NA	plotfile_parity_wdm6_bubble_v1x	plotfile_parity_serial	B	10	nn	199	3	87	NOT_RUN	plotfile_parity_wdm6_bubble_v1x/diffs_plt00010_nn	4bc62e87c19f	Three orchestrator-mandatory plotfile-lane rules were not being followed for the whole of this campaign generation, recorded here rather than left implicit. FIRST, IMPL_ARCHIVE_DIFF and the process-operators habit 'preserve first-fail artifacts immediately, never rely on overwritable default outputs': fcompare -d was never run and no diffs directory was ever archived across generations v1h through v1x. Only ad hoc -z calls were made and their output was not kept. Now corrected for v1x: diffs_plt00010_nn and diffs_plt00100_nr archived together with their zone and diff logs, 644K each. SECOND, RULE_37 plotfile-to-tag linkage was reinvented as a new finding after the session had been run at column (199,3) while the step-3 divergence sat at (103,3,34). The rule already exists and is mandatory; the failure was in application, not in the package. THIRD, RULE_36 shared-source one-step restart reproduction was never used, which is visible in the ledger because every row this session carries restart_repro_status=NA and the manifest column has never been populated.	The archived zones are themselves a finding and justify the rule: Milestone B first-fails on nn at (199,3,87) while Milestone C first-fails on nr at (152,3,25), and the step-3 event was at (103,3,34). Three different columns, so the diagnostic column cannot be inherited between milestones and must be re-read from -z each time. Consequence for the retreat that was actually run: the step-3 attribution reached the right answer, precr2, but by inference from tag runs rather than by the prescribed instrument, and it was first MISREAD as threshold amplification. Restarting both legs from the shared chk00002 and advancing one step would have separated 'kernel diverges from identical input' from 'input already differed' in a single run. The short-pair runs write check_int=1 so the checkpoints already exist in every v1* directory and the step costs one run. Make it automatic rather than remembered: build_ci should archive on first fail and set the next target column from the zone file.
20260815T000500Z_wdm6_rule36_restart_state_matrix	20260815T000500Z	RULE36_RESTART_STATE_MATRIX	campaign_validation_manifest.tsv	NA	RESTART_REPRO_UNRESOLVED	SHARED_SOURCE_PATH_DIVERGENCE	restart_repro_status	RULE37_UNBLOCKED	20260815T000000Z_rule36_Fpath_from_Fchk;20260815T000000Z_rule36_Cpath_from_Fchk;20260815T000000Z_rule36_Fpath_from_Cchk;20260815T000000Z_rule36_Cpath_from_Cchk	rule36_v1y	plotfile_parity_serial	B	2	rhoQ6	NA	NA	NA	MATCH	NA	4bc62e87c19f	First Rule36 check of this campaign. It should have preceded every tag retreat run this session: the operator states 'Do not enter Rule37 while restart-source reproducibility is unresolved', and Rule37 tag linkage was in fact entered repeatedly without it. Milestone A passes, so Milestone B is the first failing milestone and plt00002 its first failing plotfile. The one-step shared-source check returned MISMATCH, which per the operator is the trigger for the four-leg matrix, so all four legs were run one step from chk00001. RESULTS. Same checkpoint, different path: Fpath_from_Fchk against Cpath_from_Fchk gives 7.640342868e-08 on rhoQ6, and Fpath_from_Cchk against Cpath_from_Cchk gives the identical 7.640342868e-08. Same path, different checkpoint: Fpath_from_Fchk against Fpath_from_Cchk AGREES, and Cpath_from_Fchk against Cpath_from_Cchk AGREES. Reference: the unrestarted v1y pair at plt00002 gives the same 7.640342868e-08.	CLASSIFICATION: SHARED-SOURCE PATH DIVERGENCE. The other three outcomes are excluded by construction. Source-state divergence is out because both same-path different-checkpoint comparisons AGREE, which also proves the two legs' step-1 checkpoints are functionally identical and extends plt00001's bitwise agreement from the 32 plot variables to the full checkpoint state. Same-path restart artifact is out because the restarted result reproduces the unrestarted one exactly. Provenance/setup mismatch is out because all four legs share one input file, one binary and one clean SHA. restart_repro_status is therefore MATCH for the restart mechanism, while the divergence itself is created by the code path at step 2 from identical input. RULE37 IS NOW UNBLOCKED and the tag retreat may proceed at the plt00002 first-fail zone. Note for the runner: campaign_bubble_wdm6 takes no restart argument, so these four legs were run by hand from the bubble_campaign.md command template with erf.restart added; that is following the documented procedure, not improvising a new harness.
20260815T003000Z_wdm6_rule37_plt00002_g4	20260815T003000Z	TAG_FRONTIER_FIRST_FAILURE	Source/Microphysics/WDM6/ERF_module_mp_wdm6.F90	G4	RULE37_UNBLOCKED	FIRST_FAILING_GROUP_IDENTIFIED	none	B_BLOCKER_IS_G4_SNOW_SLOPE	NA	plotfile_parity_wdm6_bubble_v1y	tag_frontier	B	2	work1_snow	199	3	91	MATCH	plotfile_parity_wdm6_bubble_v1y/diffs_plt00002_rhoQ6	4bc62e87c19f	RULE_37 tag retreat, run legally for the first time this campaign because the RULE_36 matrix resolved restart provenance first. Milestone A passes so B is the first failing milestone and plt00002 its first failing plotfile. Archive protocol applied: diffs_plt00002_rhoQ6 with zone and diff logs. Two zones were taken because relative and absolute disagree, rhoQ6 worst relative 7.640342868e-08 at (199,3,90) and nr largest absolute 2.646926378e-04 at (108,3,33), and the tag retreat was driven at BOTH. They agree: G4 is the first materially failing group, PRE bitwise apart from 2.220e-16 quantization, POST 1.279e-07 at k=91 on field 7, work1(:,:,2), the snow terminal velocity. G5c, G6 and G7 inherit it. G13a POST 5.852e-02 and G14 POST 2.926e-02 at k=43 are downstream and not the frontier.	NARROWED WITHIN G4 BY RECONSTRUCTION, no rebuild needed. At (199,3,91) with qs, den, denfac and t all bitwise equal in PRE_G4, rebuilding rslope_snow from the printed inputs gives 0.00068326407135771243 under pure float32 literals, which is the native value EXACTLY, and 0.00068326406022218905 under true doubles. The bridge measured 0.00068326419646710869, which matches NEITHER and is larger than both. The port is therefore behaving exactly as the literal contract prescribes and the Fortran carries a mixed-precision path neither model captures. n0sfac is the only intermediate absent from every tag and is the prime suspect: it is max(min(exp(alpha*supcol),n0smax/n0s),1.) with alpha unsuffixed at :62, the same shape as the pi = 4.*atan(1.) intrinsic-kind defect already closed. Sensitivity agrees, rslope scales as n0sfac^(-1/4) and the float32 versus double n0sfac difference is 9.3e-08 relative giving 2.3e-08 in rslope against 1.83e-08 observed; the cap does not bind, n0sfac is about 64.2 against 5.0e4. Block narrowing is exhausted so Tier 2 is now the correct instrument. ALSO VERIFIED, because two columns returned identical k=91 readings: the --target-column override IS honored, the logs differ overall, and the coincidence is physical -- the upper atmosphere is horizontally uniform at k=91 and neither column carries precipitating condensate at k=34. That was nearly mis-reported as a harness defect.
20260815T010000Z_wdm6_slope_local_t0c_shadow	20260815T010000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G4	FIRST_FAILING_GROUP_IDENTIFIED	CLOSED_TO_QUANTIZATION	none	SEDIMENTATION_CHAIN_CLOSED_FRONTIER_MOVES_TO_G13A	NA	plotfile_parity_wdm6_bubble_v1z	tag_frontier	B	2	work1_snow	199	3	91	MATCH	NA	ab2a92f60	A THIRD HAZARD CLASS under the literal precision contract: a constant SHADOWED INSIDE THE FORTRAN itself. All four slope routines -- slope_wdm6, slope_rain, slope_snow and slope_graup -- each declare their own real(kind=kind_phys), PARAMETER :: t0c = 273.15, shadowing the t0c their caller passes in. That local literal is unsuffixed, so it is float32(273.15) = 273.149993896484375 against the caller's true double 273.14999999999997726, a difference of -6.104e-06. Inside those routines t0c feeds only supcol and hence n0sfac, so only the snow slope is affected; everywhere else the caller's double t0c is correct and was left alone. PROVEN BY RECONSTRUCTION, no Tier 2 instrumentation required, at (199,3,91) with every PRE_G4 input bitwise equal: rebuilding rslope_snow with the caller's double t0c gives 0.00068326407135771243233, matching the native leg to 20 digits, and with the local float32 t0c gives 0.000683264196467108691, matching the bridge to 20 digits. The planned Tier 2 decomposition was rendered unnecessary by reading the subroutine's own declarations. Fixed by a scoped constant wdm6_slope_t0c = wdm6_literal(273.15) passed at the six slope-family call sites only.	EFFECT ON THE TAG FRONTIER: G4 POST 1.279e-07 to 2.220e-16, machine quantization. The whole sedimentation chain followed -- G5c PRE 1.279e-07 to 4.441e-16, G6 POST 1.280e-07 to 2.220e-16, G7 and G11 POST to exactly 0, G15 2.885e-09 to 7.475e-11. EFFECT ON THE MILESTONE: essentially NONE. Milestone B worst went 2.553146522e-03 to 2.553142199e-03 and step 2 went 7.640e-08 to 7.653e-08. That is the finding and it is worth stating plainly: the RULE_37 retreat correctly identified G4 as the first materially failing group in FILE order, and closing it was correct, but G4 was not the MAGNITUDE driver of B. The new first material failure is G13a POST 5.852e-02 at k=43 on nraut, now a clean generator with PRE exactly 0, followed by G14 POST 2.926e-02. Both sit at k=43 while the plotfile first-fail zone is k=90, so the next RULE_37 pass should re-read the zone rather than reuse this one. THIRD INSTANCE OF THE SHADOWING PATTERN OVERALL: G8's dicon and dimax were shadowed in the C++, and t0c is shadowed in the Fortran. Worth a standing check on both sides of any port.
20260815T050000Z_wdm6_g13a_zone_reread_correction	20260815T050000Z	FRONTIER_CORRECTION	references/applications/wdm6/campaign_validation_manifest.tsv	G13a	FIRST_MATERIALLY_FAILING_GROUP_5.852E-02	FIRST_MATERIALLY_FAILING_GROUP_4.486723E-08_CONSTANT_FACTOR	none	zone re-read from (199,3,43) inherited to (108,3,33) and (199,3,90) measured	20260815T043000Z_v2a_short_fortran_dbg0;20260815T043000Z_v2a_short_cpp_dbg0;20260815T045000Z_v2a_r37_c108_fortran_dbg1;20260815T045000Z_v2a_r37_c108_cpp_dbg1;20260815T045500Z_v2a_r37_c199_fortran_dbg1;20260815T045500Z_v2a_r37_c199_cpp_dbg1	plotfile_parity_wdm6_bubble_v2a	tag_frontier	B	2	praut_nraut	108	3	33	MATCH	plotfile_parity_wdm6_bubble_v2a/diffs_plt00002_rhoQ6;plotfile_parity_wdm6_bubble_v2a/diffs_plt00002_nr	ac1e445fa788	RULE_37 zone re-read executed before any fix was proposed, per the standing precondition. The prior retreat ran the whole frontier at column 199. Re-reading plt00002 shows the warm-rain triple does NOT peak there: rhoQ2, rhoQ4 and nr all peak at (108,3,33), while only rhoQ6 worst-relative sits at (199,3,90). TWO CORRECTIONS TO THE PRIOR ROW. First, the 5.852e-02 recorded as G13a POST is an ABSOLUTE difference on nraut, magnitude 1.3e6, which is 4.486723e-08 relative; it is field 2, not field 1. There was never a 5.9e-02 relative defect and G13a was not a new large-magnitude generator. Second, the relative error is exactly 4.486723e-08 at every live k in both columns, the signature of a constant multiplicative factor. NULL-TAG NOTE: at (108,3,33) itself nc is exactly 0 on both legs so the praut branch is gated off in the very cell carrying the largest nr absolute error.	Prefix state during this work: lane=tag_frontier tier=1 sdr=retreat:G13a rule36=MATCH@plt00002 zone=108,3,33+199,3,90 sha=ac1e445fa. RULE_36 was re-stated from decision 20260815T000500Z_wdm6_rule36_restart_state_matrix before proposing anything. Also repaired build-info provenance at tier 2 first: v1z embedded 4bc62e87c19f against HEAD ac1e445fa, and tier 1 provably cannot fix that on a CMake build because AMReXBuildInfo.cmake captures git describe in execute_process at configure time.
20260815T054000Z_wdm6_qck1_literal_product	20260815T054000Z	TIER1R_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_InitWDM6.cpp	G13a	FIRST_MATERIALLY_FAILING_GROUP_4.486723E-08_CONSTANT_FACTOR	CLOSED_BITWISE	B row first_failing_var and notes	G13a closed bitwise; new step-2 tag frontier is G13b	20260815T053000Z_v2b_short_fortran_dbg0;20260815T053000Z_v2b_short_cpp_dbg0	plotfile_parity_wdm6_bubble_v2b	tag_frontier	B	2	rhoQ6	199	3	90	MATCH	plotfile_parity_wdm6_bubble_v2b/diffs_plt00002_rhoQ6	f6a37a2363e9	A FOURTH HAZARD CLASS under the literal precision contract: the float assumption applies to the whole literal EXPRESSION, not to each literal. In ERF_module_mp_wdm6.F90:3175, qck1 = .104*9.8*peaut/(denr)**(1./3.)/xmyu*den0**(4./3.); .104 and 9.8 are both default REAL, so .104*9.8 is itself a default-REAL expression and its product is evaluated in single precision before widening, giving 1.01920008659362792969. ERF_InitWDM6.cpp:229 applied wdm6_literal to each operand and multiplied in double, giving 1.01920004086494486728, a 4.486723e-08 relative difference that lands on qck1 as a constant factor and therefore on praut at every k, with nraut = 3.5e9*den*praut inheriting it unchanged. Fixed by nesting: wdm6_literal(wdm6_literal(0.104)*wdm6_literal(9.8)). THE NESTING IS LOAD-BEARING; the flat form wdm6_literal(0.104*9.8) is NOT equivalent and is worse at 1.169636e-07, because it applies the float assumption to the double product instead of to the product of already-converted operands. Under Option B the helper is the identity and the expression collapses to the correct double form.	PROVEN BY TIER 1-R RECONSTRUCTION, first_line_divergence=Source/Microphysics/WDM6/ERF_InitWDM6.cpp:229. Differential-diagnosis axis 7, expression/math: PRE_G13A qc and nc bitwise equal in 61 of 61 live cells across columns (108,3) and (199,3) over two steps, so this is not axis 6. Rebuilding praut from the printed PRE inputs reproduces BOTH legs bitwise to 20 digits in 59 of 61 cells; the remaining 2 are cells where the min(praut, qc/dtcld) clamp binds and the two legs already agree bitwise there, so all 61 are accounted for. EFFECT ON THE TAG FRONTIER: POST_G13A 4.486723e-08 to exactly 0, and PRE_G16A to exactly 0. New first material failure in file order is POST_G13B 2.128719e-06 at k=89, then G13E 2.523449e-08 and G13F 9.533257e-08. EFFECT ON STEP 2: rhoQ4, qrain and nr now bitwise equal; rhoQ2 3.467e-08 to 1.126e-13; qc 2.554e-08 to 1.494e-13. EFFECT ON MILESTONE B: NONE. nn stays at 2.553142199e-03 to ten digits and rhoQ3 moves 1.2918e-04 to 1.3159e-04. That is the finding and it is worth stating plainly, per the standing warning that a correct fix can move the metric the wrong way: B is limited by the aerosol number path and the ice/graupel path, not by warm-rain mass. PROCESS NOTE: the Diagnostic Contract requires Tier 2 for line-level attribution, and WDM6 has no Tier 2 plumbing at all, so a Tier 1-R reconstruction clause was promoted into validation-operators.md with explicit admissibility conditions and WDM6 Tier 2 plumbing was opened as a tracked prerequisite.
20260815T061000Z_wdm6_tier2_spot_add_correction	20260815T061000Z	PROCESS_COMPLIANCE_CORRECTION	references/validation-operators.md	NA	TIER2_PLUMBING_TRACKED_AS_PREREQUISITE	TIER2_SPOT_ADDED_ON_DEMAND	none	no frontier change	20260815T053000Z_v2b_short_fortran_dbg0;20260815T053000Z_v2b_short_cpp_dbg0	plotfile_parity_wdm6_bubble_v2b	tag_frontier	B	2	rhoQ6	199	3	90	MATCH	NA	f6a37a2363e9	CORRECTS the operator_notes of 20260815T054000Z_wdm6_qck1_literal_product, which recorded WDM6 Tier 2 plumbing as 'a tracked prerequisite'. That framing is wrong and is retracted. Tier 2 forensic records are to be SPOT-ADDED at the site that needs them, when it needs them: one failing sub-expression, one target column, a narrow k-window, following the WSM6-DIAG-T2 field-order contract. A scheme-wide micro_diag_mode/tags/expr/store build-out in advance of a demanding site is the broad-trace and large-automation pattern the corpus already prohibits.	The corpus supports the corrected framing directly: wsm6_validation_operator.md section 2.6 'Do not run broad Tier2 traces during forward pass validation; scope to a single failing tag/group and a single target column'; the Tier1.5 policy 'One target column unless explicitly justified. Narrow k-window around the failing band'; process-operators.md 'Start with summary prints and escalate to exhaustive dumps only for intentionally small forensic cases' and 'Keep operator workflows small-process and agentic'. The empty WDM6 Tier 2 inventory is therefore NOT a blocker on retreat, and should not be reported as one: G4 (slope-routine local t0c shadow) and G13a (qck1 literal-product evaluation) were both closed to bitwise with zero Tier 2 records, one by reading declarations and one by Tier 1-R reconstruction. validation-operators.md now carries the spot-add rule alongside the Tier 1-R clause.
20260815T071000Z_wdm6_g13b_psaci_literals	20260815T071000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G13b	FIRST_MATERIALLY_FAILING_GROUP_2.128719E-06	CLOSED_BITWISE	B row notes and frontier	G13b closed bitwise; new step-2 frontier is G13e psdep	20260815T065000Z_v2d_short_fortran_dbg0;20260815T065000Z_v2d_short_cpp_dbg0;20260815T070000Z_v2d_r37_c199_fortran_dbg1;20260815T070000Z_v2d_r37_c199_cpp_dbg1	plotfile_parity_wdm6_bubble_v2d	tag_frontier	B	2	psaci	199	3	89	MATCH	plotfile_parity_wdm6_bubble_v2c/diffs_plt00002_rhoQ6	10eaf1751ad2	SAME HAZARD CLASS AS qck1 BUT ON INLINE KERNEL LITERALS, not named parameters. The literal precision contract was applied to the constants in ERF_WDM6.H and to some init expressions, but the G13b kernel block contained ZERO wdm6_literal calls: every literal there was Real(...), a true double, against unsuffixed Fortran. Most are harmless because they are binary-exact (2., 4., 6., 24., 1.e3, 1.e6, and 1.49e4 and 5.38e7 which are exact integers below the float32 mantissa limit). Two were not: 0.07 in eacrs = exp(0.07*(-supcol)) at :2021, and the 1.31 EXPONENT in vt2i = 1.49e4*diameter**1.31 at :2025. Exponents amplify, the error entering as ln(base)*delta. Fixed by routing both through wdm6_literal; the same 0.07 in egi at :2114 was routed for consistency, not on separate evidence, since pgaci reads bitwise only because its branch is inactive in this column.	PROVEN BY SPOT-ADDED TIER 2, not by reconstruction: the divergence is state-dependent, varying from 2.128719e-06 at k=89 to 3.179662e-07 at k=91, which fails the Tier 1-R admissibility condition requiring a constant factor or closed form. Records added at the psaci site only, one column, k window 85..95, one var per line, reusing the existing wdm6_emit_t2 helper and the WSM6-DIAG-T2 schema rather than inventing a format. RESULT: diameter, vt2ave, acrfac and n0sfac bitwise equal; eacrs diverged 1.03e-08 to 1.14e-08 and vt2i a near-constant 4.349270e-07. Both matched prediction from the literal audit beforehand: ln(5e-4)*delta(1.31) = 4.349e-07 against 4.349270e-07 measured. The ten-order amplification from 2e-16 inputs is CATASTROPHIC CANCELLATION in abs(vt2ave-vt2i): at k=89 vt2diff is 0.1390 against vt2i 0.6814, a 4.90x factor, and 4.349e-07*4.90 = 2.13e-06 against 2.140079e-06 measured. After the fix all eight quantities in the chain are bitwise. EFFECT ON STEP 2: the ice path cleared, rhoQ3 and qi leaving the nonzero top; rhoQ6/qgraup 7.652614469e-08 UNCHANGED and now the sole material step-2 residual, so graupel has a separate source. EFFECT ON MILESTONE B: none again, nn still 2.553142199e-03. THREE consecutive correct fixes have left B flat, which is itself the finding. CORRECTION TO bubble_campaign.md: its tier inventory lists WDM6 Tier 2 as 'none' and group_map.md says no micro_diag_mode plumbing exists; both are STALE, a conforming wdm6_emit_t2 helper and a G13E pidep decomposition were already in the tree.
20260815T090000Z_wdm6_g13e_g13f_literals_step2_bitwise	20260815T090000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_InitWDM6.cpp;Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G13e;G13f	FIRST_MATERIALLY_FAILING_GROUPS_2.52E-08_9.53E-08	CLOSED_BITWISE_STEP2_AGREE	A and B rows; step-2 status	step 2 now PLOTFILE AGREE; first failing step moves to 3	20260815T081000Z_v2e_short_fortran_dbg0;20260815T081000Z_v2e_short_cpp_dbg0;20260815T085000Z_v2f_short_fortran_dbg0;20260815T085000Z_v2f_short_cpp_dbg0	plotfile_parity_wdm6_bubble_v2f	tag_frontier	B	3	rhoQ4	199	3	90	MATCH	NA	09d99665c085	FOURTH AND FIFTH APPLICATIONS OF THE LITERAL AUDIT, now the highest-yield operator in this campaign. G13E psdep: precs1 = 4.*n0s*.65 and precs2 = 4.*n0s*.44*avts**.5*g5pbso2 at :3248-3249 used Real(0.65) and Real(0.44), true doubles against unsuffixed Fortran. G13F pgaut: alpha2 = 1.e-3*exp(0.09*(-supcol)) at :2510 used Real(1.e-3) and Real(0.09). The graupel analogues precg1 and precg2 (.78, .31) were routed on the same evidence class since pgdep reads bitwise only because its branch is inactive in this column. A FULL AUDIT of ERF_InitWDM6.cpp found exactly 6 non-binary-exact Real() literals, of which 2 MUST NOT be routed: euler is explicitly suffixed 0.577215664901532_kind_phys in the Fortran at :3133 so it is a genuine double, and den0 arrives through mp_wdm6_init_c as real(c_double), value, identical on both legs. Routing either would have INTRODUCED a defect; this is why the audit reads declarations rather than pattern-matching.	EVIDENCE. psdep: spot-added Tier 2 at the site, 80 matched records, tokens compared before values. coeres, rh-1 and work1 all bitwise; precs1 diverged exactly 3.667978e-08 and precs2 exactly 5.418604e-09, matching float32(.65) and float32(.44) to 7 digits; term1 and term2 inherited their coefficient error exactly and psdep 2.523449e-08 was their term-weighted mix. A prior free falsification test had already bounded psdep inside [5.4186e-09, 3.6680e-08] at all 10 cells. pgaut: the two literals push OPPOSITE ways, 1.e-3 giving +4.749745e-08 and 0.09 giving -3.5763e-09*supcol, so neither is judgeable alone. Predicted rel(pgaut) with ZERO FREE PARAMETERS from supcol measured in the pre-existing pidep Tier 2 records: agreement to 7 digits at all 8 live cells, ratio 1.0000. At k=91 the predicted value is 7.652614e-08, EXACTLY the step-2 rhoQ6/qgraup plotfile residual, closing the loop from literal to plotfile. Note this is a closed-form ratio prediction, not a full dual-leg bitwise reconstruction, so it is weaker than the qck1 and psaci proofs while still being zero-parameter across 8 cells. RESULT: STEP 2 IS NOW PLOTFILE AGREE, bitwise on all 32 variables, the first time since Milestone A. THE FIRST FAILING STEP HAS MOVED TO 3, where the worst residual is 1.4e-15, machine quantization, amplifying to 7.7e-12 by step 5 and 4.6e-05 by step 10. NEXT ACTION IS RULE_36, NOT RULE_37: step 2's plotfile agrees on 32 variables but its FULL CHECKPOINT STATE is unverified, which is exactly the gap the four-leg matrix closed for step 1. Run the matrix from chk00002 before any step-3 tag retreat. Milestone B nn remains 2.553142202e-03, unmoved by five consecutive correct fixes.
